序号,note-text,length_dlut,positive_dlut,negative_dlut,anger_dlut,disgust_dlut,fear_dlut,good_dlut,sadness_dlut,surprise_dlut,happy_dlut
993,天下文章一大抄,4,0,0,0,0,0,0,0,0,0
994,…………现在不读书积累这么理所当然吗……语文是个漫长的科目，阅读量到了，也就水到渠成了。我们小时候还有“好词好句”积累，每天也就一两个，但记得多了，十个词总会记住理解一个，下次就能用到。二十分钟玩手机时间，分出来五分钟，记两个词，或者看一页书，也会有用的,83,3,1,0,0,0,2,1,0,1
995,"现在的大环境让年轻人根本不知道文学是什么,自然对写作对表达没有热情。我们小时候没有手机网络也不发达的时候阅读量是很大的，读者、故事会、儿童文学、青年文摘，还有看报纸，文学素养这种东西现在已经消失了。",59,4,0,0,0,0,3,0,0,1
996,我小学时写作文全靠瞎编乱造，一个月语文老师能让写四五篇《最⋯的事》，日子真的按部就班平平淡淡，好难发生作文要求的事情啊。我的应对措施是背诵十来篇范文，每次写作文时开头结尾套用华丽的词藻几乎次次满分。唉，小学语文老师可能都一个德行，真希望您不是那个梯队,75,3,2,0,2,0,3,0,0,0
997,一到周末作文环节就是鸡飞狗跳,6,0,1,0,1,0,0,0,0,0
998,课标标准根本不符合儿童成长规律。真的。而且越来越难越离谱。低年级是根本表达不会那么流畅 高年级是根本积累不到那个程度。。。先天卷王圣体除外哈,39,5,1,0,1,0,5,0,0,0
999,也会有真的写错别字的,7,0,1,0,1,0,0,0,0,0
1000,我去小学见习听课，老师就有教学生如何使用豆包ai，不过更多是把他当做类似度娘的搜索引擎用，搜一些百科之类的（小学美术课）,38,0,1,0,1,0,0,0,0,0
1001,天呢 我小时候怎么没这个条件 每周一篇的作文痛苦死我了,18,0,1,0,0,0,0,1,0,0
1002,我一直认为 我会撒谎就是从写作文开始  小时候老让写有的没的作文 根本就没发生过 盲写 那不胡编 怎办,35,1,1,0,1,0,1,0,0,0
1003,ai有推荐的APP吗？,7,1,0,0,0,0,1,0,0,0
1004,写好作文是需要天赋的,6,1,0,0,0,0,1,0,0,0
1005,我们老师说现在的ai时代要好好利用起来，作文自己写好后给ai修改，ai提出哪里有问题再自己修改，直到ai评估优为止,35,1,0,0,0,0,0,0,0,1
1006,AI有啥不好啊,5,0,1,0,1,0,0,0,0,0
1007,我是我女儿的ai,6,0,0,0,0,0,0,0,0,0
1008,我们这三年级的作文老师要求的太高，不是这句不要写，就是哪句不对,19,0,1,0,1,0,0,0,0,0
1009,挺好的，编作文不如多抄好作文,10,1,0,0,0,0,1,0,0,0
1010,开头那段好郭敬明,4,0,0,0,0,0,0,0,0,0
1011,说实话 学校又没有正经八百的写作课 就靠每单元那一次的作文练习 小朋友怎么可能会写呢 老师还要求文章要有立意 语言要优美 结构还要分明,42,1,0,0,0,0,1,0,0,0
1012,。。。感觉刚刚我在别的贴评论的也很适合这边评论区，与其说学校给要求多压力大，不如说社会都这样，社会压力不变小，教育也不会有真正的变化，所谓减负才是形式主义，真正要解决的不是家长老师的问题，而是整个社会的问题，，，,68,4,2,0,2,0,3,0,0,1
1013,谁让学校要求个个都是文学家呢,9,0,0,0,0,0,0,0,0,0
1014,现在的孩子每天都是上课、做题、考试，连睡眠充足都已经成了奢望，根本就没有时间出去体验生活，感受自然，但是写作的时候却要他们有想法，要写得生动、有独特的见地，他们能写得出来吗？,60,3,1,0,0,0,2,1,0,1
1015,这里用“大不合适”不大合适吧,11,0,0,0,0,0,0,0,0,0
1016,现在的教学不讲组词，不讲造句，直接上来就写作文,15,0,0,0,0,0,0,0,0,0
1017,我一般会让我儿子从不同优秀作文中节选摘抄，攒一片自己的作文,19,1,0,0,0,0,1,0,0,0
1018,为啥我们老师要求家长一起写，目前三年级，写完了老师批改，然后背下来，考试抄上,22,0,0,0,0,0,0,0,0,0
1019,大家感觉如何 写的怎么样,7,0,0,0,0,0,0,0,0,0
1020,我家的那天抄Ai 才搞笑  抄了几段没了  🌚换了一个又抄了几段  又没了  🌚🌚🌚  然后他就自己写了一篇,44,0,0,0,0,0,0,0,0,0
1021,难道你的年终总结报告不是从抄开始吗？拿来主义是个好做法，孩子只有从抄中才能体会什么是好的，慢慢孩子会有选择的抄，这才是孩子要学会的本领。,45,1,1,0,1,0,1,0,0,0
1022,按照我的水平 我感觉我现在本科都上不了,13,0,1,0,1,0,0,0,0,0
1023,我有给孩子买工具书，同步作文这种，会有好的开头和结尾的方法和案例，孩子喜欢原创，就是会慢点。,31,1,0,0,0,0,1,0,0,0
1024,现在的即使不用AI也全篇都是编的，没有真情实感，就编故事加几个好词好句。为啥?现在的教育让孩子在生活中的体验越来越少了,35,1,0,0,0,0,1,0,0,0
1025,我们老师直接让我们抄范文，然后背下来，应付考试,13,1,1,0,1,0,1,0,0,0
1026,我也感觉是AI的作品,7,0,0,0,0,0,0,0,0,0
1027,我儿子老师4年级要求每天一篇日记 ，字300到100，老师说他们写作能力太差了 要多练，差就多阅读，适当练习写作 ，你这每天一个日记哪来那么多写的,45,1,0,0,0,0,1,0,0,0
1028,我只希望以后老师是个正常点的老师。别啥都不好就觉得妈妈没教好。我就觉得无所谓慢慢学吧,28,1,1,0,1,0,1,0,0,0
1029,我之前就是让孩子硬写，我们这边打分是36-39，不跑题的情况下，我们永远是36。后来我就用ai生成，让他光用开头结尾，背过精彩的，分就到了37.38了。,50,1,0,0,0,0,1,0,0,0
1030,会，因为小孩作文都是我写，我以前自己写，现在都是ai写，然后自己改改,24,0,0,0,0,0,0,0,0,0
1031,我是三年级的家长，我一开始让孩子自己写，老师说不行，得改。家长帮忙改，还是不够。只能借助ai了。被现在的教育逼迫的。而不是学生和家长一开始就想用ai,51,2,4,0,3,0,2,1,0,0
1032,咋办呢，娃写不出来。我会挑几篇范文让他参考写，读完后，用自己的话写出来,24,1,0,0,0,0,1,0,0,0
1033,感觉带孩子们去学校图书馆看书对写作会有帮助,13,1,0,0,0,0,1,0,0,0
1034,其实要用AI的话，更应该是指导孩子如何用AI来分析这篇作文如何去写，让AI给方法，我之前也教过小朋友写作文，主题是推荐一本书，孩子说写西游记，跟AI交流后，AI教孩子从三个层面来写，1是因为故事充满奇妙的想象，2是喜欢丰满的人物形象（xx但xx的某某），3是喜欢表达的主题。我觉得这个结构教的很好。,96,7,0,0,0,0,6,0,1,0
1035,很正常呀，未来就是比谁更会用ai,10,0,0,0,0,0,0,0,0,0
1036,每次都用ai，孩子自己写的老师不满意，就被撕了回家重写，还给家长打电话，让家长辅导孩子写作文。用了ai写老师就满意了，老师和ai的审美一致,45,3,0,0,0,0,3,0,0,0
1037,我们老师都让我们直接上传到ai平台上批改啊，但是没出结果就是了，然后家长改一遍再写第二稿，那家长可不就是得上写作的软件来批改了，我们又不是老师哪里会批改,50,0,1,0,1,0,0,0,0,0
1038,有的人就是天生不擅长这些描述,9,1,0,0,0,0,1,0,0,0
1039,ai是个好东西 是孩子写作文的好老师 如果先调好ai 孩子去努力模仿ai的写作方式 不会得高分 但下限不会低 至少平均分网往上。我是有亲身体会的 。chatgpt刚出来的时候 我在上高二 当时网课在家 同学们就在群里研究了如何训练ai写作文 当时ai能力没现在强 调起来很费劲 需要很多提示词才能写出来符合老师期望多作文 但是调好之后 高考作文满分60 ai至少能得48分 我们这种语文不太好的理科生再怎么练也就最高这个水平（50+的作文只可意会不可言传）至少ai写出来的大量较好的作文对语文较差的学生来说更有学习价值,158,5,1,0,1,0,4,0,0,1
1040,我觉得抄没啥不对的 应试而已,10,0,0,0,0,0,0,0,0,0
1041,这是小学生写的作文就见了鬼了,10,0,0,0,0,0,0,0,0,0
1042,孩子不会用，都是我用ai写好改编一下让他抄的，自己根本没思路。我工作上也用，不可能完全照搬照抄，但可以提供很多思路,40,1,0,0,0,0,1,0,0,0
1043,我家三年级，自己写作文就是一段从头到尾。超过200字的作文肯定我帮他写的,20,1,0,0,0,0,1,0,0,0
1044,这么多人都觉得AI写作文很正常？？那考试怎么办，以后初高中又怎么办啊,19,0,0,0,0,0,0,0,0,0
1045,当然会,2,0,0,0,0,0,0,0,0,0
1046,我同事改作文，评语写得比作文还多,12,0,0,0,0,0,0,0,0,0
1047,现在的作文真的太费脑了 以前的作文都是根据自己实际写，但是现在很多文章明明没有那些情感，就要你写的多么多么真挚，多么多么真诚,37,3,1,0,0,0,3,1,0,0
1048,当然会，我们演讲课很多孩子都是上课前15分钟用ai生成一篇演讲稿,19,0,0,0,0,0,0,0,0,0
1049,我觉得没什么，现在的教育本质上就是为了考试又不是每个人都要培养成作家写出来一篇有个印象考试的时候考到能快速反应写上去就行了，再者写作从仿写开始先抄再仿最后创作,45,1,1,0,1,0,1,0,0,0
1050,因为现在的家长只会写报告，写PPT，那种满屏修辞手法，花团锦簇的作文只有AI会写,22,1,0,0,0,0,1,0,0,0
1051,有的作文题目能写出来就自己写，写不出来就看看别人怎么写，有的题目就是没表达的欲望，别说孩子了，有的题目我看了我也不想写，其实有时候写不出来不是语言表达不行，而是不会审题，不明白按什么结构写，这方面我会和孩子一起分析,69,1,2,0,1,0,1,1,0,0
1052,现在我都不求孩子能写多好了，能自己写就行了，周末耗大半天写一篇作文也真是醉了。,27,0,0,0,0,0,0,0,0,0
1053,我都给孩子抄小红书，如果自己写就是流水账,11,0,0,0,0,0,0,0,0,0
1054,课堂布置几个扩写的任务就能看出实际的写作水平，不过课后的查资料素材也是一种积累,22,1,1,0,1,0,1,0,0,0
1055,我自己是语文老师，自己娃写作文我偶尔都用ai,14,0,0,0,0,0,0,0,0,0
1056,我从来没让用过ai，我家的一点都不会写,14,0,0,0,0,0,0,0,0,0
1057,作文写不完的时候，就是我报，孩子抄，为了能早点睡觉,17,0,0,0,0,0,0,0,0,0
1058,反正中高考的作文都是提前背的，反正将来工作了也会用AI来写工作文件的,23,0,0,0,0,0,0,0,0,0
1059,自己写的流水账，不会生动，,8,0,0,0,0,0,0,0,0,0
1060,会写的自己写，不会写的多抄些好文章也无妨。,16,0,0,0,0,0,0,0,0,0
1061,老师眼里的好作文 我也觉得特别油腻 没有真情实感都是各种华丽词藻 没劲,20,1,2,0,2,0,1,0,0,0
1062,还好有ai 要不然真无从下手啊,8,0,1,0,0,0,0,1,0,0
1063,小学作文自己想最重要 抄作文只是懒得写 如果真让他们好好写 个个都有很多想法 孩子的想法比大人想的要多得多,35,1,0,0,0,0,1,0,0,0
1064,我会崩溃,2,0,1,0,1,0,0,0,0,0
1065,我家孩子小学4年级，老师鼓励他们使用AI查询自己想要的资料内容，但是作业里可以有AI提供的资料内容，但是不能完全照搬，要有自己的想法观点,40,0,0,0,0,0,0,0,0,0
1066,当然会，所以电子产品是不会出现在他房间的,12,0,0,0,0,0,0,0,0,0
1067,呵呵 老师改ai作文。看咋个改,10,1,0,0,0,0,0,0,0,1
1068,我们会在ai上搜几篇参考，然后孩子语音输入先把作文写出来，最后改一下再抄，如果实在没时间就只能抄ai写好的，自己改一下，没办法，有些内容孩子没有体验、生活，写不出来,54,1,0,0,0,0,1,0,0,0
1069,作为一个家长，特别希望孩子自己写，不管好差，写自己的想法。但是孩子写出来的东西，老师让反复重写，孩子自己都不愿意写了。没办法，搞个ai写，交上去，应付。老师只想看全是好的，不愿意接受差的，自己写的,65,4,1,0,1,0,2,0,0,2
1070,我们用过一次ai，老师让写博物馆观后感，我女儿说因为安排得不好，所以乱糟糟什么都没看到。我说那你就写事实，最后再提出解决办法。写了八百多字，老师要求重写。我们就给ai生成了一篇,55,0,2,0,2,0,0,0,0,0
1071,看到全国三年级一个情况 我就舒服多了,11,1,0,0,0,0,0,0,0,1
1072,放过他吧 也放过自己 只要他考试能写出来就行,15,0,0,0,0,0,0,0,0,0
1073,孩子不会，我会,4,0,0,0,0,0,0,0,0,0
1074,啊？,2,0,0,0,0,0,0,0,0,0
1075,还有可能是作文班上多了，交给你开头的100种方法，中间结构的20种模式，所以读起来都言之无物花里胡哨但是差不多,31,1,2,0,2,0,0,0,0,1
1076,我自己ai，ai出来了，我再自己改成我能接受的。再让孩子在我改过的基础上，要求用他自己的理解和语言，把我的文章翻译成他自己的文章。最后告诉他整篇文章的结构，和每一段为什么要这样写。我个人觉得ai是个好东西，三五次下来，他的作文能力直线飙升，而且一来就克服了字数要求的困难。,89,2,1,0,0,1,2,0,0,0
1077,多抄抄就会了,5,0,0,0,0,0,0,0,0,0
1078,我们老师说，不排斥用ai。但看的时候不写，写的时候不看。我觉得挺好啊。以前读书摘抄好词好句，不是和ai搜索一个道理。用上了，没准儿就记住了。,48,0,1,0,1,0,0,0,0,0
1079,为什么不能用？我也很疑惑？为什么就是不能用呢？小孩天天写作业从6点上到11点～老师你们下班可能就下班了，偶尔加加班，孩子可是天天在上班，甚至有时连周六日都在上班。究竟是哪里出了错？学习不应该是个快乐的事情吗？怎么都变了质？,75,2,1,0,1,0,1,0,0,1
1080,都用ai写作文了啊？我还给孩子的作文停留在抄范文的程度呢，就是几篇组合一起改一改,25,1,0,0,0,0,1,0,0,0
1081,会用！我们有时候不会写就让他AI查一下,12,0,0,0,0,0,0,0,0,0
1082,如果不是老师要求，家长肯定不会管，三年级就是流水线的，最多加点形容词已经很好了,23,1,1,0,1,0,1,0,0,0
1083,直接ai出来作文让她背，然后用自己的话写出来,14,0,0,0,0,0,0,0,0,0
1084,劝老师们也与时俱进，现在语文教育能让孩子说真话吗？我让孩子作文写他喜欢的动漫和幻想，都被老师退回重写。意识形态压迫下有多少条红线是不准碰的，一线老师最清楚。,51,2,0,0,0,0,2,0,0,0
1085,我会用ai给孩子作文润色，他自己先写，然后通过ai.分析，不好的地方我念出来，让他自己记住，再去改，他认为更好的部分，会提出来，记不住我就复制给他,49,2,1,0,1,0,1,0,0,1
1086,我们二下开始，200字的作文只要扣分就要重写，三上300字，满分20低于15重写，主副科的作业叠在一起还要背课文打卡英语。孩子也就普通能力，扣除吃饭洗漱时间很少10点前能写完的。单元习作只要写的不合格就要重写到合格，所以只能是我问你想写什么主题内容，我构思大概写然后小程序改作文，改得差不多了，孩子读一遍抄写上去，目前考试作文分从8-10-13，好歹有点用吧。。不然我也没辙了。,121,3,0,0,0,0,2,0,0,1
1087,没办法，现在小学语文作文都是跟写八股文一样，段落结构，修辞手法都给你规定死了，不符合就退回重写，只好家长帮改啊，求助ai,38,0,0,0,0,0,0,0,0,0
1088,小时候真的可以随便写，写那种意识流类型的，老师都很鼓励，现在似乎不行了～,22,0,2,0,1,0,0,1,0,0
1089,我给你说一下为啥,6,0,0,0,0,0,0,0,0,0
1090,因为低年级老师教的就是套路模版,8,0,0,0,0,0,0,0,0,0
1091,现在老师的要求高，那家长也会偷懒，幸好有了AI，Chat gPT.这种东西，不然的话真的是要被弄死。,31,0,1,0,1,0,0,0,0,0
1092,我们是三年级，但是我们是8月份生出来的新智好像感觉才大班一样的，所以老师布置的作文我们全部用AI写的，他可以模仿三年级的学生口吻生成AI文章，然后孩子一抄就交上去了。如果真的让孩子写的话，基本上就不用睡觉了。人生的路还长着呢，等孩子发育好了再写文章才能水到渠成。,81,2,0,0,0,0,1,0,0,1
1093,同四年级，日常作文练笔都是孩子自己搞定。一年级就开始写，引导着写。二年级初稿自己写，二稿妈妈改。三年级开始都放手了。但是如果征文类的，真的超出孩子能力，还得妈妈搞个提纲，她写，我再改。不用AI，,63,0,0,0,0,0,0,0,0,0
1094,我看到有老师用ai批作文,8,0,0,0,0,0,0,0,0,0
1095,因为老师只说回去改 又不说怎么改 只能找AI帮帮忙了,18,0,0,0,0,0,0,0,0,0
1096,工具就是被人类使用的,6,0,0,0,0,0,0,0,0,0
1097,我们家孩子是自己写，听说有其他家长让孩子背范文默写范文，或者用AI写孩子抄的。怎么说呢，的确没有锻炼到孩子的能力，但也许孩子长大真的不需要这种能力。毕竟我自己现在工作都是以AI写作为主了。,61,2,0,0,0,0,2,0,0,0
1098,正在写作文的煎熬中，家长写的也被退回，还得大改，家长也是抄的小红书优秀作文啊,26,1,0,0,0,0,1,0,0,0
1099,三年级写作能交就不错了，孩子有一晚做到12点还没做完，根本没精力去思考作文，作业有点多，又怕交不上作业被批评，第一次尝试早上六点半起床，我给她在小红书找了段小练笔让她抄了,56,2,1,0,1,0,2,0,0,0
1100,看老师您说的一句话很对，作文最重要的是立意。所谓诗言志嘛。可是，当今对于一个三四年级的孩子，能每周都有志要言吗？很多孩子小学就天天在校十个小时以上，周末还要补课，他们哪里去体验生活呢？我认为基础，阅读，和作文三大部分中，阅读一定是最重要的，与其让他憋两个小时写那些自己都不知道是什么意思的句子，还不如多搞点课外阅读。话说回来，AI一定是未来最重要的学习和教育工具，如何使用现在还处于探索期，能先在教育反内卷上有点效用也是不错的了。,136,10,0,0,0,0,10,0,0,0
1101,我作为家长会用A I参考大框架。四年级前的作文都是母子俩花一个小时打框架 孩子自己写一个小时 然后妈妈再和孩子花一个小时改正 孩子再抄 。所以每篇作文基本都得花4个小时。到了四年级就独立写作文了 基本每次都是范文 。,71,2,0,0,0,0,2,0,0,0
1102,周一全校演讲，直接AI生成两篇，嫁接。,11,0,0,0,0,0,0,0,0,0
1103,我女儿语文老师直接叫他们抄AI,9,0,0,0,0,0,0,0,0,0
1104,她能学会这种写法就挺好啊。你担心什么呢。写一次 就是他自己的句子了,24,0,1,0,1,0,0,0,0,0
1105,以前买本同步作文抄,5,0,0,0,0,0,0,0,0,0
1106,我都让娃摘抄，,6,0,0,0,0,0,0,0,0,0
1107,ai那些套路 跟之前三联周刊那篇小学生油腻文章点出的问题很类似 有些家长喜欢用 我个人是不认同的,29,1,1,0,1,0,1,0,0,0
1108,没事吧,2,0,0,0,0,0,0,0,0,0
1109,我也用ai写,5,0,0,0,0,0,0,0,0,0
1110,我同事说他们现在就用Ai给孩子改作文,12,0,0,0,0,0,0,0,0,0
1111,因为要求现在真的很变态，我家长也是把小朋友打好的草稿放ai里优化的，不然通不过啊,25,0,1,0,1,0,0,0,0,0
1112,瞎操啥心 能交作业就不错了,9,1,0,0,0,0,1,0,0,0
1113,就是，而且到了初中高中动不动就周末800字-1000字的文章，其他作业都来不及做，只能ai找点灵感仿写下，也是没办法的事情，相比之下理科要付出的更多但理科只能一道道题做没办法，只能放弃文科了,58,0,0,0,0,0,0,0,0,0
1114,我家娃写作文，课上先跟着老师学一些范文，老师启发思路。回来我在网上多找一些老师的讲解视频，让孩子再看2-3篇例文。然后孩子开始思考自己想写的内容，结构，细节，和我讨论后觉得没问题，就开始下笔写。都写好了，再用ai批改润色。有的时候ai的润色太成人化制式化，她不喜欢就不用，就挑2-3个和自己的想法，风格相近的亮点修改一下。最后再抄写一遍交上去。这么做了几次，发现她写新作文慢慢自己有思路了，结构和通顺至少在线，亮点词汇比喻句通过跟ai学习，也得心应手了一些。但我还是对她要求1认真观察感受生活，2多读这和年龄段匹配的故事散文。ai只是画龙点睛的工具。,177,11,0,0,0,0,8,0,0,3
1115,我娃的老师现在都用AI给他们改作文,11,0,0,0,0,0,0,0,0,0
1116,三年级，我都是让先背下来，然后再写行吗，整体是背的内容，中间有些句子是自己想的，不然真的写不出来,33,0,0,0,0,0,0,0,0,0
1117,您是负责任的老师 现在这个整个教育体系就挺...难为老师和家长的,20,2,0,0,0,0,2,0,0,0
1118,我会让孩子用AI写作文作业，但抄之前必须自己校稿，写成照片中这样我肯定会让她重写的。不可否认，对于我的孩子，借用AI本就是学习的一种手段，毕竟考试要靠她自己。没有天赋的孩子这样练习也没什么大问题吧。欢迎大家理性讨论,66,5,1,0,1,0,5,0,0,0
1119,哈哈哈，我们班主任也让用ai润色。,10,1,0,0,0,0,1,0,0,0
1120,评论里面也有很多是ai生成的你信不信？,12,0,0,0,0,0,0,0,0,0
1121,现在小学生作业要求太高了，孩子水平达不到，自己写的老师又不合格，只能借鉴了…,24,2,0,0,0,0,2,0,0,0
1122,有一次我们上打球课回来太迟了，实在没精力写符合老师要求的作文，就让AI写了，写完之后让孩子背个大概，默写出来的。,37,1,0,0,0,0,1,0,0,0
1123,其实我自己写东西都用Ai.小孩的作文，会用Ai帮忙润色。每个人都化妆美颜甚至微do的年代，追求妈生皮肤有什么意义。。。悲哀,39,3,1,0,0,0,3,1,0,0
1124,ai人类发展趋势，你有什么疑问？,9,0,1,0,1,0,0,0,0,0
1125,本来小学生初中作文就是套路啊，开头中间结尾都规定好了写啥的。到考试的时候就是把写过的作文背出来然后去套作文题目。明明本身就是八股文，还创作呢,44,0,0,0,0,0,0,0,0,0
1126,孩子不会写问我怎么写，我也不会写，我就问ai。一个三年级的小朋友，各种形容词排比句拟人句  五感法，他能写多少啊。老师会说，让孩子自己慢慢写  每一次都有进步就可以，那么老师能不要拿这种根本不符合三年级学生的词汇量和逻辑感的同学作文发到家长群里夸奖，你夸奖我就默认你的要求就是这样。,93,4,0,0,0,0,4,0,0,0
1127,我们学校现在已经是AI批改了,8,0,0,0,0,0,0,0,0,0
1128,我家自己写的，老师给的评语都可好了，我也觉得孩子写的好，他会自己把学过的课文内容带入作文里，昨天他不想写，我就同意他抄写一篇范文（第一次抄），他自己还担心会不会被老师发现,57,1,1,0,1,0,1,0,0,0
1129,我们也用ai 自己先写思路  写好对照ai 改一改 再写文章 写好让ai再改一改,26,0,0,0,0,0,0,0,0,0
1130,作业帮什么的那些辅导app，作文板块就有ai作文,14,0,0,0,0,0,0,0,0,0
1131,我们老师鼓励用ai,5,0,0,0,0,0,0,0,0,0
1132,我们用AI写过一篇，因为周末有别的安排来不及了。其他都是孩子口述，我给输入到电脑上，她口述的过程会提示，反问，一点点修改。孩子口述完了，看看哪里不合适，再捋一捋，通顺就行了。打印出来誊写。以前孩子自己写，写着写着字数控制不好了，前后矛盾了，修修改，没有1个多小时，甚至2小时，完不了事。3年级能建立写作的乐趣就行了。,103,2,2,0,2,0,1,0,0,1
1133,会，但是我辅导孩子会让他自己写初稿，AI修改后，他参考写第二遍，最后一遍我们一起修改誊写,28,0,0,0,0,0,0,0,0,0
1134,但是老师要求写不到优的要重写怎么办,10,0,0,0,0,0,0,0,0,0
1135,周末布置作文就算了，平时也布置大作文，还有其他科的作业，晚上都不用睡觉了，确实也写不出来，我只能让孩子参考范文了,37,2,0,0,0,0,2,0,0,0
1136,我儿子写的也借鉴Ai，我也没思路，他也没思路,17,1,0,0,0,0,1,0,0,0
1137,甚至是老师教我们用ai的,8,0,0,0,0,0,0,0,0,0
1138,会使用ia不是也是现在该具备的了不起的能力哦,14,1,1,0,1,0,1,0,0,0
1139,我娃能背出来AI的再自己写出来我觉得就很不错了,16,1,0,0,0,0,1,0,0,0
1140,ai写作文刚刚的，英语作文也一样，写的比人还专业，就是真情实感差点。,20,0,0,0,0,0,0,0,0,0
1141,我们老师说可以利用ai，但是用了一次孩子都感觉ai给的不是她想要的。小红书上优秀作文可以借鉴,28,2,1,0,1,0,2,0,0,0
1142,我们四年级，第一单元和第二单元作文是自己写的。第一单元改了三稿，第二单元写了五稿都没通过。在我看来孩子尽力了，但就是不合格，孩子的信心和耐心已经所剩无几。无奈之下，我只能通过AI和小红书搜索素材，帮助孩子写了一遍，终于通过了。家长也很无奈，其实AI是另一种形式的作文书，用好了是工具，用不好就是毒药。,94,9,3,0,1,0,6,2,0,3
1143,可以参考作文书，让娃先自己说，再ai美化，给娃瞄一样，而后收起来，让娃自己决定怎么在原文上修改，ai是参考工具，但不能单纯的依赖ai,45,1,1,0,1,0,0,0,0,1
1144,"孩子自己写你说不够生动错字连篇
直接抄你说人家抄袭
人家写好了你说ai",23,0,2,0,2,0,0,0,0,0
1145,我会用，但不是照搬，ai可以给我一个框架或者一个思路，然后再去引导小孩写自己的东西，就像我自己小时候也会抄作文书，但不是照抄，是要变成自己的东西，后来自己青春期喜欢看小说，写作文时文风就会有小说的影子,64,1,2,0,2,0,1,0,0,0
1146,学习机会批改作文，改完了还会自动润色,11,2,0,0,0,0,2,0,0,0
1147,很简单，每布置一篇作文就留出一节课让他们重写。只要能重新写出来，我觉得用ai反而是好事,27,1,1,0,1,0,1,0,0,1
1148,怎么说呢，像我们，三年级，自己写的通顺的甚至还不错的句子都不通过，老师直接说，草稿可以电子版word发给她。三年级小朋友，word，呵呵哒。后面就是要么我给提纲，要么网上看提纲之后，让他自己写，通过之后再背出来。然后小朋友双休日自己在家练作文，天天作文被打回来，不借助网络，三年级每天要手写300字，小朋友看到作文都要厌烦了。比起之后讨厌写作，我真的宁愿他先参考别人的东西。,114,7,2,0,2,0,4,0,0,3
1149,现在不是都用ai吗,6,0,1,0,1,0,0,0,0,0
1150,究其原因就是教育问题啊。不仅要有题材有立意，还要语言流畅词藻华丽。更绝的是开头结尾一定要写的非常好，原因是考试时老师基本就是看开头结尾还有中间转折。,45,4,0,0,0,0,4,0,0,0
1151,我家儿子班主任说了，这么小的孩子，他是有局限性的，写作文就是从抄开始，不是从头抄到尾，你可以删删减减，慢慢的，他累计了，那他就得心应手了,46,1,1,0,1,0,0,0,0,1
1152,那么该咋写作文,4,0,0,0,0,0,0,0,0,0
1153,我孩子五年级，作文一般我会给她找一些范文，多看看，有了思路再自己写，但不能照抄，我小时候就这么干的，不妨碍我获得过新概念作文大赛的二等奖，当然我比赛时是现场作文没得抄，主要平时看的作文范文比较多,63,3,1,0,1,0,2,0,0,1
1154,哈啊哈，这个开头，是个很俗气但是万能的写事开头,16,0,1,0,1,0,0,0,0,0
1155,是老师让孩子用AI写作文的，孩子今年四年级，我明确感觉到他写作文的积极性下降了。这个学期一开始，班上出现大量的AI写作老师都表扬说写的好，用AI写的一次性过关，他自己写的反复修改。我看了一下，也有没有觉得写的不行，可以说符合他的年龄，但是肯定是比不上AI写的。他也想用AI写一下，我跟他谈了很久，告诉他AI写作的弊端还跟他报了一个写作班。老师也不批改作文了，直接说让家长用AI批改，把AI的评语贴上去，如果AI改的是优，那么文章就过了。班上还有不少家长让孩子抄别人的范文，或者直接用AI写作，再用AI改，得到高分，还沾沾自喜，洋洋得意。现在用AI写作已经成了一种大趋势，不知道现在我还能够坚持多久。,197,6,3,0,2,0,5,1,0,1
1156,我工作都用ai 效率特别高,9,0,0,0,0,0,0,0,0,0
1157,三年级，学校有教用平板ai习作,8,0,1,0,1,0,0,0,0,0
1158,不好意思 我也用过,6,0,1,0,0,1,0,0,0,0
1159,到了用AI的时代，为啥不用,9,0,0,0,0,0,0,0,0,0
1160,要接受现在的孩子就是使用 ai 的一代人，就跟我们这代人使用互联网一样，无师自通的。与其排斥，不如想想教孩子怎么更好的利用 ai，该作为必修课的,42,3,0,0,0,0,3,0,0,0
1161,那哪能直接抄呀，AI写完自己再修改或者仿写,14,0,0,0,0,0,0,0,0,0
1162,并不是每个娃儿都能当作家的。科技的进步，人工智能的进步，就是要减少不必要的重复性工作，个别喜欢文字创作的，🈶天赋的，可以培养。但更多的不是应该教会小朋友使用工具，使用AI吗？科技只会更加进步，不可能后退。,63,5,2,0,2,0,5,0,0,0
1163,不能避开这个话题，毕竟高考题目已经考了ai，不让孩子们实践怎么写呢？ai可以在没思路的时候提供话题，但感觉语言比较堆砌。这是工具，就像微信一样，不可能做到不让孩子接触。要想孩子们有自我管理，就可以适度用,62,0,1,0,1,0,0,0,0,0
1164,我本科毕业的，给我三年的娃写的作文都被老师批不及格要打回重写。我儿子根本不会写，写来写去最后结果就是抄。反正咱家早躺平了，没那个运气生出神童就接受现实了,49,3,0,0,0,0,2,0,0,1
1165,以后他要学会使用AI啊，现在就会用来帮助自己不是很好吗？,19,1,1,0,1,0,1,0,0,0
1166,会给讲知识，但是不给抄，抄回来没意义,14,0,0,0,0,0,0,0,0,0
1167,我家是她爸爸辅导的，作业不会写会用AI给她看看参考。,16,0,0,0,0,0,0,0,0,0
1168,我都是给孩子使用ai的，孩子能力有限的确写不来作文。,16,0,0,0,0,0,0,0,0,0
1169,我们会用ai，我们写作一直不好，一般都是让ai出一篇给他做参考，然后他自己写,25,0,1,0,1,0,0,0,0,0
